unit_id,area,neuron_type,n_same_cat_trials,n_diff_cat_trials,same_cat_diff_mean,same_cat_diff_sem,diff_cat_diff_mean,diff_cat_diff_sem,difference_pvalue,same_cat_ratio_mean,diff_cat_ratio_mean,ratio_pvalue,same_cat_correlation,diff_cat_correlation,adaptation_effect,significant_congruence_effect,is_first_cat_selective,is_first_num_selective,is_second_cat_selective,is_second_num_selective
0,AC,encoding_only,72,216,-0.013675081414069245,0.3103845150770147,-0.3916620745711324,0.1594351147000462,0.25174139082256825,55.661543932457576,37.32052620789299,0.21686145395455947,0.024826601954160005,0.015477087442368753,none,False,False,False,False,False
2,AC,encoding_only,72,216,-0.027979701417724077,0.5349727989681344,-0.07750844562352824,0.35034924337802803,0.9420761672924882,1.143389981818692,1.1927568243215785,0.6645088008250288,-0.05254533516006328,0.00681293727741386,none,False,False,True,False,False
4,AC,encoding_only,72,216,-0.7931224181243562,0.44999644798936483,-0.6879729975100062,0.25696481624490397,0.8384700222453503,1.0150733377767898,1.026081765387344,0.8728208177695052,0.09891058209729874,0.13930096685208884,none,False,False,False,False,False
5,AC,encoding_only,72,216,-0.5741429876641153,0.43965672821620183,0.32768875952062154,0.24370436516936214,0.06813070330076763,1.067871415123091,1.1256700959029602,0.43720873218738177,0.27430896684733,0.24685984204593536,none,False,False,True,False,True
6,AC,encoding_only,72,216,0.27334961014732523,0.13926659471969033,0.040943699125682534,0.06932398644296145,0.10878401980727696,43.28049460342774,28.193437630080854,0.08703659061241996,0.06203279785731737,0.11859637735116454,none,False,False,False,False,True
8,AC,encoding_only,72,216,-8.400025049022499e-06,0.07783037447725723,0.04096738882027114,0.03781456368939832,0.6062209437482324,14.551411646332355,15.030156933064458,0.9327213621092243,0.039499193979873636,0.2113948215153246,none,False,True,True,False,True
10,AC,encoding_only,72,216,-0.12325302661144466,0.682864381450037,0.35097488567524976,0.40972544951581436,0.5596053509105461,5.4603673065096086,15.032732269596556,0.5549922559990257,0.2233632959151768,0.1840232320526971,none,False,False,False,True,False
13,AC,encoding_only,72,216,-0.041363369445182124,0.349392258566386,0.20937469161978162,0.19627577972104582,0.5263760179535968,1.1771524218218856,1.6611907030792228,0.5444993358017727,0.6509714636883482,0.6848687448595624,none,False,False,False,False,True
16,AC,encoding_only,72,216,0.13653585371363175,0.3743099893785077,0.4328383133189825,0.20233573046231845,0.47227452628068756,47.70034259695735,67.238603819089,0.30829503880315123,-0.014026076039607815,0.11038303228888599,none,False,False,True,False,False
17,SMA,encoding_only,72,216,-0.21952788514818355,0.30477802227782325,-0.12724880549678488,0.17113649152869267,0.7891137296594605,24.029578490482525,11.800600825909255,0.04791394024456215,0.9342274284456347,0.9186785621035979,adaptation,True,False,False,True,False
18,SMA,encoding_only,72,216,1.5023072874151862,0.5971173221341503,1.4249077133575336,0.3194361433451844,0.905559623458923,1.1749448179057853,1.1693332132182421,0.9255557579530856,0.6886159773402438,0.643218156611121,none,False,False,True,False,True
20,SMA,encoding_only,72,216,-0.3279985833406459,0.19843382436486004,-0.19608583107287472,0.11768854101397586,0.5731212933145005,26.820793714747246,20.08506565601913,0.4558351629991306,0.19456758106809932,0.1504349191708312,none,False,False,False,False,True
28,A,encoding_only,72,216,-2.636920009299025,1.5550107443731425,-1.1612976710300298,0.8527938855166776,0.3939478161299709,1.0212119871589136,1.07964494905396,0.43777539433837165,-0.04718649387582465,-0.04039185864118301,none,False,True,False,True,False
